temperature,pressure,flow_rate,voltage,current,power,vibration_x,vibration_y,humidity,rpm,torque,efficiency,sensor_id,location,plant_version
70.26,1.2307,50.75,222.7,10.814,2125.9,0.5115,-0.2457,37.8,1554.0,127.53,0.8348,SEN-0387,Plant-C,2.1
80.15,1.1722,44.19,217.81,9.729,2274.7,-0.4612,-0.3449,54.3,1539.0,140.73,0.8391,SEN-0388,Plant-A,2.1
73.68,1.212,53.13,213.31,10.295,2030.3,0.3047,-0.0717,54.4,1561.0,116.58,0.8408,SEN-0389,Plant-B,2.1
71.11,1.1868,46.42,227.4,9.608,2138.2,-0.112,0.9182,37.5,1529.0,114.56,0.9213,SEN-0390,Plant-B,2.1
71.61,1.0858,37.39,221.33,8.515,2355.3,0.0971,-0.5777,51.6,1460.0,102.41,0.8756,SEN-0391,Plant-A,2.1
62.0,1.1979,64.14,225.08,10.906,1929.3,0.0359,0.8186,48.2,1492.0,122.43,0.9078,SEN-0392,Plant-A,2.1
60.56,1.2877,53.54,227.05,8.942,2130.7,0.4681,-0.5042,63.9,1544.0,128.53,0.6958,SEN-0393,Plant-C,2.1
82.94,1.1033,59.09,217.4,10.679,2268.8,-1.0098,-0.1169,32.7,1480.0,117.4,0.868,SEN-0394,Plant-C,2.1
73.09,1.1759,45.44,224.06,10.42,2035.0,0.1615,0.4179,39.3,1646.0,131.81,0.9047,SEN-0395,Plant-B,2.1
77.16,1.2665,57.34,218.79,8.344,2459.8,-0.7472,0.3151,52.6,1488.0,120.3,0.9504,SEN-0396,Plant-C,2.1
85.02,1.093,57.95,219.69,9.055,1941.2,0.6034,0.141,31.3,1471.0,135.15,0.8532,SEN-0397,Plant-A,2.1
57.67,1.2183,57.77,219.57,9.486,2343.7,-0.9864,-0.8247,63.8,1557.0,123.33,0.7659,SEN-0398,Plant-A,2.1
67.16,1.094,49.89,219.99,9.179,2355.7,-0.5019,0.1811,68.7,1537.0,109.43,0.8812,SEN-0399,Plant-C,2.1
76.75,1.3135,43.99,225.57,8.818,2291.6,-0.8369,-0.5112,43.1,1499.0,113.63,0.8218,SEN-0400,Plant-A,2.1
78.92,1.4313,49.11,220.62,10.74,2177.8,0.8196,1.2845,61.0,1488.0,104.66,0.7622,SEN-0401,Plant-B,2.1
71.23,1.4022,38.99,219.23,9.76,2235.7,-0.6445,-0.1067,40.0,1521.0,102.63,0.8208,SEN-0402,Plant-B,2.1
85.29,1.1781,41.49,218.62,10.386,2110.3,0.057,0.0944,67.9,1542.0,122.67,0.9046,SEN-0403,Plant-B,2.1
77.1,1.274,50.46,221.71,9.569,2280.9,-0.2679,-0.5734,38.5,1538.0,128.7,0.9119,SEN-0404,Plant-B,2.1
62.87,1.2121,45.04,215.53,10.305,2088.0,-0.8999,-0.2394,30.2,1485.0,139.54,0.8879,SEN-0405,Plant-C,2.1
65.69,1.2102,49.18,217.49,9.249,2172.6,-0.1686,-0.6455,32.7,1522.0,119.45,0.7994,SEN-0406,Plant-C,2.1
83.05,1.3548,49.46,219.74,9.973,2299.6,0.3314,0.4908,48.3,1542.0,117.63,0.9776,SEN-0407,Plant-A,2.1
79.64,1.0681,59.65,217.17,10.582,2088.6,-0.0921,-0.131,31.5,1538.0,108.91,0.7933,SEN-0408,Plant-B,2.1
56.01,1.3055,56.49,219.41,10.045,2163.6,0.4705,0.2813,69.2,1346.0,129.87,0.8479,SEN-0409,Plant-A,2.1
88.48,1.1951,49.78,216.95,9.543,2216.4,-0.181,-0.3423,55.2,1455.0,123.89,0.7796,SEN-0410,Plant-A,2.1
80.98,1.3409,56.04,230.02,8.913,2065.8,0.0034,-0.2506,52.8,1461.0,114.05,0.9177,SEN-0411,Plant-C,2.1
88.43,1.2187,46.1,226.65,10.168,2316.4,-0.1924,0.6441,55.0,1488.0,126.89,0.8742,SEN-0412,Plant-B,2.1
71.16,1.1327,48.32,222.25,10.345,2234.1,0.1718,-0.4858,46.7,1509.0,125.61,0.8963,SEN-0413,Plant-A,2.1
72.04,1.2277,54.55,219.73,9.742,2048.4,0.9495,-0.9007,65.4,1546.0,101.3,0.8564,SEN-0414,Plant-A,2.1
63.74,1.2736,43.79,230.95,9.231,2195.3,0.1811,0.2031,58.5,1531.0,127.43,0.8485,SEN-0415,Plant-C,2.1
100.37,1.2036,48.61,221.61,10.543,2122.5,0.0972,-0.5707,47.2,1494.0,121.36,0.8606,SEN-0416,Plant-C,2.1
73.25,1.2488,43.4,219.57,12.482,2134.2,-0.3092,-0.2197,41.4,1501.0,116.09,0.7575,SEN-0417,Plant-A,2.1
90.88,1.1478,50.59,221.52,9.698,2207.7,-0.3777,0.4558,35.8,1588.0,115.83,0.9016,SEN-0418,Plant-A,2.1
68.53,0.9866,58.16,221.53,10.337,2129.0,0.732,-0.4093,42.6,1469.0,137.48,0.8976,SEN-0419,Plant-C,2.1
76.64,1.29,46.24,227.05,10.377,2296.5,-0.5561,0.4392,44.1,1515.0,135.36,0.8323,SEN-0420,Plant-C,2.1
58.29,1.2699,51.13,219.91,7.434,2129.5,-0.4566,-0.3406,33.2,1578.0,138.26,0.8514,SEN-0421,Plant-B,2.1
71.17,1.2148,45.51,230.5,10.124,2298.2,-0.0487,0.7453,67.0,1517.0,108.51,0.867,SEN-0422,Plant-C,2.1
84.84,1.2068,44.25,215.59,9.293,2195.6,-0.2132,0.6626,40.3,1398.0,113.46,0.9305,SEN-0423,Plant-B,2.1
62.48,1.3036,43.82,223.47,11.385,2285.6,0.9781,-0.2357,51.6,1519.0,129.05,0.8736,SEN-0424,Plant-C,2.1
85.72,1.1543,57.27,214.99,9.746,2145.9,-1.1831,-0.1066,32.6,1481.0,107.92,0.8542,SEN-0425,Plant-B,2.1
78.37,1.1293,61.81,229.09,9.222,2149.5,0.1807,-0.416,52.1,1494.0,112.8,0.8266,SEN-0426,Plant-B,2.1
64.56,1.1811,52.42,218.35,9.782,2084.8,0.3564,0.1,55.8,1553.0,101.96,0.7769,SEN-0427,Plant-B,2.1
69.98,1.3189,46.42,219.71,10.167,2257.8,-0.5602,0.5746,33.2,1523.0,138.53,0.8223,SEN-0428,Plant-C,2.1
70.41,1.0613,53.52,224.62,9.44,2293.8,-0.3223,-0.7234,69.0,1487.0,130.63,0.8557,SEN-0429,Plant-B,2.1
74.5,1.3192,48.33,226.28,9.947,2411.9,0.2163,0.4587,36.5,1545.0,124.59,0.8395,SEN-0430,Plant-A,2.1
69.64,1.1361,54.01,214.44,8.646,2329.1,0.8148,-0.662,40.5,1522.0,122.19,0.8559,SEN-0431,Plant-B,2.1
66.73,1.0899,51.45,218.27,9.775,2225.0,-0.4603,-0.4299,59.5,1505.0,115.83,0.8894,SEN-0432,Plant-A,2.1
71.95,1.326,51.4,213.03,10.776,2178.9,-0.7896,-0.8939,43.5,1515.0,116.02,0.874,SEN-0433,Plant-A,2.1
64.73,1.1903,53.04,220.69,11.969,2238.9,0.4862,1.0525,65.1,1513.0,126.16,0.866,SEN-0434,Plant-A,2.1
62.1,1.07,47.1,219.49,10.707,2197.2,0.7619,0.0294,39.5,1483.0,112.88,0.885,SEN-0435,Plant-C,2.1
74.52,1.1641,47.98,218.26,10.272,2346.3,-0.1675,0.1224,42.6,1477.0,132.27,0.8616,SEN-0436,Plant-A,2.1
83.83,1.2931,41.39,216.58,11.184,2294.4,-1.1069,-0.3381,57.7,1501.0,115.07,0.8507,SEN-0437,Plant-C,2.1
59.71,1.3192,47.79,218.07,11.019,2116.3,0.7259,0.5335,64.4,1452.0,111.27,0.8758,SEN-0438,Plant-C,2.1
75.04,1.1573,42.89,216.27,11.664,2131.2,-0.0993,-1.0516,65.4,1437.0,132.98,0.7659,SEN-0439,Plant-A,2.1
68.5,1.2406,49.28,222.64,11.083,2336.7,0.5619,0.0133,41.5,1565.0,118.56,0.9149,SEN-0440,Plant-B,2.1
65.23,1.2714,45.21,227.58,9.882,2230.8,-0.0217,1.1034,51.2,1488.0,125.55,0.7878,SEN-0441,Plant-A,2.1
83.53,1.1355,50.51,210.35,10.258,2176.8,-0.1878,-0.191,46.4,1499.0,115.85,0.8942,SEN-0442,Plant-B,2.1
69.82,1.2355,52.27,219.42,10.179,2318.6,-0.226,0.0086,57.0,1493.0,97.5,0.853,SEN-0443,Plant-B,2.1
89.98,1.1968,42.9,217.91,10.302,2161.2,0.7367,0.3361,39.1,1501.0,125.47,0.9078,SEN-0444,Plant-C,2.1
67.2,1.1464,45.93,222.46,10.2,2172.0,0.7172,-0.4057,63.6,1501.0,106.53,0.8541,SEN-0445,Plant-C,2.1
78.87,1.1508,45.28,215.24,9.218,2153.9,-1.0689,0.0114,58.5,1503.0,130.82,0.8052,SEN-0446,Plant-B,2.1
72.73,1.2067,53.73,219.27,7.896,2003.8,-0.4681,0.4805,37.0,1460.0,104.49,0.9061,SEN-0447,Plant-B,2.1
67.46,1.203,58.53,214.8,9.328,2286.4,0.8885,0.0972,42.6,1547.0,101.35,0.8617,SEN-0448,Plant-A,2.1
80.88,1.1435,54.26,223.48,7.974,2079.1,-0.1836,0.1855,43.4,1465.0,123.08,0.8584,SEN-0449,Plant-A,2.1
73.45,1.1574,48.25,220.5,,2143.1,-0.6802,-0.1747,67.2,1552.0,124.25,0.8565,SEN-0450,Plant-C,2.1
81.03,1.3113,57.33,219.19,10.005,2125.6,0.0022,0.1578,48.2,1404.0,121.07,0.9025,SEN-0451,Plant-C,2.1
74.53,1.2214,42.43,221.85,8.324,2272.7,-0.0542,0.0279,54.7,1447.0,107.86,0.8934,SEN-0452,Plant-B,2.1
64.14,1.2885,57.5,218.77,10.688,2193.1,-0.0487,0.7275,67.2,1550.0,128.89,0.864,SEN-0453,Plant-A,2.1
73.98,1.3202,46.72,212.23,10.867,2201.5,-0.2398,0.3622,45.9,1493.0,105.35,0.775,SEN-0454,Plant-A,2.1
75.52,1.2589,36.1,222.98,10.096,2032.1,-0.155,-0.1218,67.8,1466.0,115.36,0.8323,SEN-0455,Plant-C,2.1
84.58,1.4271,63.25,221.44,11.668,2191.3,-0.228,-1.2234,41.7,1519.0,112.12,0.8578,SEN-0456,Plant-B,2.1
65.94,1.1175,57.89,219.23,11.872,2052.4,0.167,0.3579,30.5,1448.0,116.22,0.9423,SEN-0457,Plant-C,2.1
74.61,1.2808,44.84,224.92,8.794,2230.7,-0.4064,0.3776,34.1,1504.0,128.53,0.8718,SEN-0458,Plant-A,2.1
57.78,1.1682,50.85,226.09,11.037,2236.7,-0.1448,-0.4585,57.7,1389.0,113.66,0.848,SEN-0459,Plant-A,2.1
81.51,1.3856,48.93,214.54,10.441,2198.3,-0.072,-0.9992,45.3,1477.0,125.64,0.9124,SEN-0460,Plant-B,2.1
64.19,1.37,50.51,216.09,10.418,2404.3,0.6529,-0.5709,63.3,1468.0,126.94,0.8471,SEN-0461,Plant-B,2.1
56.94,1.0046,42.58,227.74,10.934,2252.8,0.1867,0.4631,51.3,1527.0,102.89,0.8513,SEN-0462,Plant-B,2.1
74.41,1.1031,46.59,227.09,9.281,2259.6,-0.0549,-0.5324,57.4,1544.0,108.33,0.8605,SEN-0463,Plant-B,2.1
86.06,1.2664,52.34,216.31,9.408,2214.2,0.2681,-0.2298,44.1,1457.0,116.17,0.7778,SEN-0464,Plant-C,2.1
59.76,1.279,51.11,214.1,9.173,2180.7,0.2031,0.1102,53.5,1580.0,114.08,0.9006,SEN-0465,Plant-C,2.1
64.12,1.2737,56.0,216.81,9.245,2296.6,0.5439,0.6122,57.9,1470.0,123.08,0.874,SEN-0466,Plant-A,2.1
67.57,1.1929,50.4,217.51,9.901,2310.1,0.2533,-0.0091,45.1,1397.0,100.68,0.8386,SEN-0467,Plant-A,2.1
63.71,1.2455,61.75,212.08,8.548,2069.9,0.897,-0.0502,49.6,1381.0,127.21,0.7956,SEN-0468,Plant-A,2.1
78.79,1.2653,46.42,220.16,8.954,2305.4,0.6723,-0.2744,63.7,1577.0,127.45,0.8634,SEN-0469,Plant-B,2.1
66.93,1.1922,51.3,213.6,10.578,2251.4,-0.0205,0.8153,67.2,1496.0,118.32,0.9227,SEN-0470,Plant-B,2.1
67.78,1.3027,40.42,213.95,9.929,2296.1,-0.2073,0.533,44.0,1468.0,106.17,0.8207,SEN-0471,Plant-C,2.1
80.83,0.9741,43.73,224.58,10.383,2246.6,0.4413,-0.0476,32.7,1463.0,120.06,0.7997,SEN-0472,Plant-A,2.1
67.44,1.2634,56.64,216.58,8.111,2075.6,0.2583,-0.6983,63.7,1445.0,114.63,0.8738,SEN-0473,Plant-A,2.1
79.33,1.0966,45.29,219.64,9.216,2082.7,-0.0473,-0.3951,47.9,1568.0,125.67,0.7729,SEN-0474,Plant-C,2.1
65.29,1.2959,52.65,223.15,9.445,2382.5,-0.7385,0.2897,68.8,1496.0,119.15,0.7417,SEN-0475,Plant-C,2.1
62.88,1.1771,49.69,224.07,10.033,2225.2,-0.9162,-0.3607,60.5,1590.0,127.28,0.8306,SEN-0476,Plant-A,2.1
56.65,1.1111,44.78,218.31,9.414,2058.3,0.1741,0.4461,44.7,1490.0,115.67,0.8183,SEN-0477,Plant-B,2.1
93.61,1.2374,48.26,220.22,10.933,2234.8,0.3854,0.1807,64.0,1382.0,134.43,0.839,SEN-0478,Plant-B,2.1
71.8,1.1089,47.43,215.87,9.942,2163.8,0.4017,0.1463,51.9,1542.0,96.95,0.8252,SEN-0479,Plant-B,2.1
77.44,1.1087,47.56,228.74,10.017,2015.7,-0.6436,0.3267,58.5,1482.0,109.84,0.8694,SEN-0480,Plant-A,2.1
74.69,1.0433,53.77,223.25,10.014,1971.0,0.5187,0.2493,65.4,1488.0,124.91,0.8418,SEN-0481,Plant-C,2.1
76.6,1.1973,53.26,214.48,10.708,2039.7,-0.2671,-0.4276,53.2,1578.0,104.89,0.8229,SEN-0482,Plant-A,2.1
75.5,1.2497,47.11,220.02,9.528,2227.2,0.1942,-0.1629,67.9,1487.0,127.36,0.83,SEN-0483,Plant-B,2.1
94.08,1.3023,45.46,223.57,11.122,2195.2,0.2083,1.1699,45.9,1558.0,107.83,0.8844,SEN-0484,Plant-B,2.1
64.61,1.1858,51.41,222.4,10.46,2175.1,-0.4012,-0.6039,45.2,1500.0,120.93,0.9008,SEN-0485,Plant-A,2.1
59.43,1.3048,49.5,229.15,10.154,2228.5,-0.2957,-0.2373,55.6,1462.0,110.85,0.8981,SEN-0486,Plant-C,2.1
64.88,1.2018,55.14,226.86,10.042,2260.1,-1.0365,0.5328,46.2,1525.0,115.59,0.8877,SEN-0487,Plant-A,2.1
61.65,1.1907,63.28,217.3,10.52,1989.7,-0.4584,-0.0796,58.3,1470.0,121.75,0.688,SEN-0488,Plant-C,2.1
82.47,1.2574,54.21,219.55,11.015,2169.9,-0.9013,-0.4061,51.2,1561.0,118.95,0.8028,SEN-0489,Plant-C,2.1
83.2,1.3058,49.83,213.59,10.946,2117.2,0.2187,-0.6616,59.7,1548.0,116.19,0.8372,SEN-0490,Plant-C,2.1
65.39,1.1659,49.14,221.25,10.376,2076.7,0.0307,0.268,63.0,1503.0,141.53,0.8632,SEN-0491,Plant-B,2.1
61.1,1.1756,45.72,220.76,10.877,2145.3,0.457,0.5099,52.7,1530.0,120.08,0.7721,SEN-0492,Plant-A,2.1
71.45,1.1839,45.47,233.52,10.118,2187.7,0.1783,0.6999,66.6,1528.0,110.3,0.9241,SEN-0493,Plant-A,2.1
88.91,1.2083,44.98,220.49,11.252,2173.4,-0.3174,0.0269,61.2,1486.0,129.28,0.8681,SEN-0494,Plant-B,2.1
46.8,1.11,48.02,209.53,9.973,2054.5,0.1731,0.5225,64.3,1545.0,128.21,0.8219,SEN-0495,Plant-B,2.1
80.27,1.3028,47.86,216.64,7.925,2151.7,-0.1952,-0.5165,30.8,1489.0,132.23,0.8611,SEN-0496,Plant-C,2.1
64.24,1.16,53.72,220.56,11.338,2401.6,0.3045,0.084,30.6,1531.0,137.87,0.8357,SEN-0497,Plant-A,2.1
85.4,1.2462,48.01,213.72,10.108,2094.5,0.1577,-0.3387,55.4,1452.0,110.61,0.815,SEN-0498,Plant-A,2.1
64.22,1.1175,49.01,215.66,8.829,2031.3,-0.4943,0.0869,43.3,1505.0,130.6,0.8783,SEN-0499,Plant-C,2.1
75.01,1.1715,51.79,213.91,9.634,2180.2,0.1376,0.0011,31.9,1405.0,124.16,0.907,SEN-0000,Plant-C,2.1
77.99,1.0494,51.96,228.22,10.342,2111.6,0.2983,0.0277,53.5,1515.0,112.12,0.85,SEN-0001,Plant-A,2.1
